,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,artist_name,track_name
0,0.709,0.718,6,-3.315,0,0.0312,0.059,0.0,0.167,0.24,104.971,audio_features,7gr57cYekMWriyJYbT7oZ4,spotify:track:7gr57cYekMWriyJYbT7oZ4,https://api.spotify.com/v1/tracks/7gr57cYekMWriyJYbT7oZ4,https://api.spotify.com/v1/audio-analysis/7gr57cYekMWriyJYbT7oZ4,205820,4,(G)I-DLE,HANN (Alone)
1,0.384,0.868,6,-3.226,0,0.0711,0.0458,5.82e-06,0.0797,0.233,95.027,audio_features,5FiXhM80sP4yg6tEnHkZZn,spotify:track:5FiXhM80sP4yg6tEnHkZZn,https://api.spotify.com/v1/tracks/5FiXhM80sP4yg6tEnHkZZn,https://api.spotify.com/v1/audio-analysis/5FiXhM80sP4yg6tEnHkZZn,197320,4,(G)I-DLE,HWAA
2,0.774,0.792,9,-4.019,0,0.224,0.00427,1.15e-06,0.283,0.505,98.1,audio_features,2ezKXygNO30pXyDQXkm6oD,spotify:track:2ezKXygNO30pXyDQXkm6oD,https://api.spotify.com/v1/tracks/2ezKXygNO30pXyDQXkm6oD,https://api.spotify.com/v1/audio-analysis/2ezKXygNO30pXyDQXkm6oD,202773,4,(G)I-DLE,LATATA
3,0.794,0.762,4,-3.525,0,0.0392,0.0358,1.41e-06,0.191,0.482,109.97,audio_features,2DmRXiyn03tOqKgEJXlaiJ,spotify:track:2DmRXiyn03tOqKgEJXlaiJ,https://api.spotify.com/v1/tracks/2DmRXiyn03tOqKgEJXlaiJ,https://api.spotify.com/v1/audio-analysis/2DmRXiyn03tOqKgEJXlaiJ,195867,4,(G)I-DLE,Oh my god
4,0.794,0.756,4,-3.528,0,0.0402,0.0361,0.000351,0.253,0.518,109.971,audio_features,2EJbMzocEZ6VHnZKQ8pt8H,spotify:track:2EJbMzocEZ6VHnZKQ8pt8H,https://api.spotify.com/v1/tracks/2EJbMzocEZ6VHnZKQ8pt8H,https://api.spotify.com/v1/audio-analysis/2EJbMzocEZ6VHnZKQ8pt8H,195880,4,(G)I-DLE,Oh my god - English Version
5,0.781,0.814,11,-3.315,0,0.0648,0.0586,0.0,0.118,0.782,92.037,audio_features,1OBb2wZMXKNmtdyyejLIyL,spotify:track:1OBb2wZMXKNmtdyyejLIyL,https://api.spotify.com/v1/tracks/1OBb2wZMXKNmtdyyejLIyL,https://api.spotify.com/v1/audio-analysis/1OBb2wZMXKNmtdyyejLIyL,207600,4,(G)I-DLE,Uh-Oh
6,0.416,0.967,9,-2.289,0,0.109,0.000367,0.0,0.0632,0.431,171.032,audio_features,1VpTwecl7EbQiGyVsvwFQE,spotify:track:1VpTwecl7EbQiGyVsvwFQE,https://api.spotify.com/v1/tracks/1VpTwecl7EbQiGyVsvwFQE,https://api.spotify.com/v1/audio-analysis/1VpTwecl7EbQiGyVsvwFQE,192787,4,+44,When Your Heart Stops Beating
7,0.837,0.636,1,-7.643,1,0.086,0.0395,0.00125,0.342,0.274,145.972,audio_features,2t8yVaLvJ0RenpXUIAC52d,spotify:track:2t8yVaLvJ0RenpXUIAC52d,https://api.spotify.com/v1/tracks/2t8yVaLvJ0RenpXUIAC52d,https://api.spotify.com/v1/audio-analysis/2t8yVaLvJ0RenpXUIAC52d,288624,4,21 Savage,a lot
8,0.572,0.84,0,-3.349,0,0.126,0.155,0.0,0.638,0.146,149.864,audio_features,63J1RStsmoVKXNTCHRNxii,spotify:track:63J1RStsmoVKXNTCHRNxii,https://api.spotify.com/v1/tracks/63J1RStsmoVKXNTCHRNxii,https://api.spotify.com/v1/audio-analysis/63J1RStsmoVKXNTCHRNxii,229627,4,2NE1,COME BACK HOME
9,0.783,0.778,9,-2.545,0,0.0446,0.0459,0.0,0.0668,0.686,129.965,audio_features,39jcHJpE1lT1iYGxaCofEM,spotify:track:39jcHJpE1lT1iYGxaCofEM,https://api.spotify.com/v1/tracks/39jcHJpE1lT1iYGxaCofEM,https://api.spotify.com/v1/audio-analysis/39jcHJpE1lT1iYGxaCofEM,208053,4,2NE1,Can't Nobody - English Version
10,0.73,0.797,11,-2.135,1,0.0394,0.0536,0.0,0.0443,0.575,127.985,audio_features,4ebNVkfNL5kHuxr3o5K93R,spotify:track:4ebNVkfNL5kHuxr3o5K93R,https://api.spotify.com/v1/tracks/4ebNVkfNL5kHuxr3o5K93R,https://api.spotify.com/v1/audio-analysis/4ebNVkfNL5kHuxr3o5K93R,219453,4,2NE1,Go Away
11,0.728,0.82,0,-4.578,0,0.0342,0.0308,1.23e-06,0.195,0.504,125.013,audio_features,6aifnm5IFMzpVH8tyS3M9c,spotify:track:6aifnm5IFMzpVH8tyS3M9c,https://api.spotify.com/v1/tracks/6aifnm5IFMzpVH8tyS3M9c,https://api.spotify.com/v1/audio-analysis/6aifnm5IFMzpVH8tyS3M9c,237027,4,2NE1,I LOVE YOU
12,0.652,0.852,8,-2.746,1,0.078,0.196,0.0,0.218,0.519,127.959,audio_features,5FahFQNnmxqiWzJbDNmeIY,spotify:track:5FahFQNnmxqiWzJbDNmeIY,https://api.spotify.com/v1/tracks/5FahFQNnmxqiWzJbDNmeIY,https://api.spotify.com/v1/audio-analysis/5FahFQNnmxqiWzJbDNmeIY,248711,4,2NE1,Ugly
13,0.786,0.723,10,-5.752,0,0.158,0.00869,0.0,0.399,0.604,132.016,audio_features,0jNUIWtEOJBARXIeihqh4i,spotify:track:0jNUIWtEOJBARXIeihqh4i,https://api.spotify.com/v1/tracks/0jNUIWtEOJBARXIeihqh4i,https://api.spotify.com/v1/audio-analysis/0jNUIWtEOJBARXIeihqh4i,203333,4,2PM,Without U-Japanese ver.-
14,0.703,0.842,11,-4.546,1,0.0443,0.0387,0.0,0.132,0.706,147.957,audio_features,2BAQAVxZYCrn9pwwPLFtAv,spotify:track:2BAQAVxZYCrn9pwwPLFtAv,https://api.spotify.com/v1/tracks/2BAQAVxZYCrn9pwwPLFtAv,https://api.spotify.com/v1/audio-analysis/2BAQAVxZYCrn9pwwPLFtAv,246768,4,2PM,하.니.뿐.
15,0.557,0.533,10,-6.817,0,0.0252,0.0492,0.0,0.205,0.233,143.994,audio_features,3NLrRZoMF0Lx6zTlYqeIo4,spotify:track:3NLrRZoMF0Lx6zTlYqeIo4,https://api.spotify.com/v1/tracks/3NLrRZoMF0Lx6zTlYqeIo4,https://api.spotify.com/v1/audio-analysis/3NLrRZoMF0Lx6zTlYqeIo4,238733,4,3 Doors Down,Here Without You
16,0.545,0.865,11,-5.708,0,0.0286,0.00664,1.1e-05,0.168,0.543,99.009,audio_features,6ZOBP3NvffbU4SZcrnt1k6,spotify:track:6ZOBP3NvffbU4SZcrnt1k6,https://api.spotify.com/v1/tracks/6ZOBP3NvffbU4SZcrnt1k6,https://api.spotify.com/v1/audio-analysis/6ZOBP3NvffbU4SZcrnt1k6,233933,4,3 Doors Down,Kryptonite
17,0.53,0.768,7,-5.611,1,0.0284,0.00385,0.0,0.103,0.374,148.095,audio_features,3WbphvawbMZ8FyqDxYGdSQ,spotify:track:3WbphvawbMZ8FyqDxYGdSQ,https://api.spotify.com/v1/tracks/3WbphvawbMZ8FyqDxYGdSQ,https://api.spotify.com/v1/audio-analysis/3WbphvawbMZ8FyqDxYGdSQ,260333,4,3 Doors Down,When I'm Gone
18,0.791,0.713,5,-3.742,0,0.254,0.0163,0.0,0.189,0.514,130.012,audio_features,5jzX4dWVQeBTtfBaXnMRt5,spotify:track:5jzX4dWVQeBTtfBaXnMRt5,https://api.spotify.com/v1/tracks/5jzX4dWVQeBTtfBaXnMRt5,https://api.spotify.com/v1/audio-analysis/5jzX4dWVQeBTtfBaXnMRt5,192573,4,3OH!3,DONTTRUSTME
19,0.682,0.889,0,-4.166,1,0.0804,0.00564,0.0,0.36,0.827,138.021,audio_features,17tDv8WA8IhqE8qzuQn707,spotify:track:17tDv8WA8IhqE8qzuQn707,https://api.spotify.com/v1/tracks/17tDv8WA8IhqE8qzuQn707,https://api.spotify.com/v1/audio-analysis/17tDv8WA8IhqE8qzuQn707,192440,4,3OH!3,My First Kiss (feat. Ke$ha)
20,0.565,0.564,2,-10.044,1,0.0292,0.161,0.0,0.114,0.454,134.355,audio_features,0jWgAnTrNZmOGmqgvHhZEm,spotify:track:0jWgAnTrNZmOGmqgvHhZEm,https://api.spotify.com/v1/tracks/0jWgAnTrNZmOGmqgvHhZEm,https://api.spotify.com/v1/audio-analysis/0jWgAnTrNZmOGmqgvHhZEm,295533,4,4 Non Blondes,What's Up?
21,0.651,0.772,11,-2.503,0,0.0529,0.00775,0.0,0.105,0.519,127.994,audio_features,7bGGzX0ECTiAVnkqh5Iw8e,spotify:track:7bGGzX0ECTiAVnkqh5Iw8e,https://api.spotify.com/v1/tracks/7bGGzX0ECTiAVnkqh5Iw8e,https://api.spotify.com/v1/audio-analysis/7bGGzX0ECTiAVnkqh5Iw8e,205293,4,4Minute,I My Me Mine (Japanese Ver.)
22,0.641,0.877,3,-2.726,0,0.0337,0.014,0.000131,0.0792,0.454,130.045,audio_features,2RKgRT8O8K3DXfsGfnbNWx,spotify:track:2RKgRT8O8K3DXfsGfnbNWx,https://api.spotify.com/v1/tracks/2RKgRT8O8K3DXfsGfnbNWx,https://api.spotify.com/v1/audio-analysis/2RKgRT8O8K3DXfsGfnbNWx,230008,4,4Minute,Volume Up
23,0.458,0.958,2,-4.012,1,0.198,0.000325,0.000377,0.355,0.352,160.121,audio_features,3CHwhGXeK1kCzxfbmoRK1d,spotify:track:3CHwhGXeK1kCzxfbmoRK1d,https://api.spotify.com/v1/tracks/3CHwhGXeK1kCzxfbmoRK1d,https://api.spotify.com/v1/audio-analysis/3CHwhGXeK1kCzxfbmoRK1d,189009,4,5 Seconds of Summer,18
24,0.572,0.499,2,-5.237,1,0.0311,0.0283,0.0,0.213,0.108,101.593,audio_features,1JCCdiru7fhstOIF4N7WJC,spotify:track:1JCCdiru7fhstOIF4N7WJC,https://api.spotify.com/v1/tracks/1JCCdiru7fhstOIF4N7WJC,https://api.spotify.com/v1/audio-analysis/1JCCdiru7fhstOIF4N7WJC,237248,4,5 Seconds of Summer,Amnesia
25,0.571,0.957,8,-3.468,1,0.0633,0.00209,1.5e-05,0.0425,0.892,149.946,audio_features,57MOpbjOIoWMZnstWOtfm6,spotify:track:57MOpbjOIoWMZnstWOtfm6,https://api.spotify.com/v1/tracks/57MOpbjOIoWMZnstWOtfm6,https://api.spotify.com/v1/audio-analysis/57MOpbjOIoWMZnstWOtfm6,169936,4,5 Seconds of Summer,Don't Stop
26,0.501,0.983,3,-4.09,1,0.209,0.0173,0.0,0.279,0.411,151.996,audio_features,7lNqCbnqD6gQpfl5HquF1o,spotify:track:7lNqCbnqD6gQpfl5HquF1o,https://api.spotify.com/v1/tracks/7lNqCbnqD6gQpfl5HquF1o,https://api.spotify.com/v1/audio-analysis/7lNqCbnqD6gQpfl5HquF1o,181895,4,5 Seconds of Summer,End Up Here
27,0.531,0.915,4,-5.215,1,0.0828,0.0131,0.0,0.119,0.557,141.06,audio_features,5XwIdRXvHTtxH5BmBOSCCM,spotify:track:5XwIdRXvHTtxH5BmBOSCCM,https://api.spotify.com/v1/tracks/5XwIdRXvHTtxH5BmBOSCCM,https://api.spotify.com/v1/audio-analysis/5XwIdRXvHTtxH5BmBOSCCM,206424,4,5 Seconds of Summer,Good Girls
28,0.471,0.789,10,-3.62,1,0.0602,0.000962,0.0,0.0649,0.684,166.99,audio_features,556IN8IgPqZORjhmlyAXaP,spotify:track:556IN8IgPqZORjhmlyAXaP,https://api.spotify.com/v1/tracks/556IN8IgPqZORjhmlyAXaP,https://api.spotify.com/v1/audio-analysis/556IN8IgPqZORjhmlyAXaP,198374,4,5 Seconds of Summer,Heartbreak Girl
29,0.611,0.52,0,-5.445,1,0.0346,0.0132,0.0,0.105,0.771,159.927,audio_features,6GzApXoBQiiAjak3tOQfV3,spotify:track:6GzApXoBQiiAjak3tOQfV3,https://api.spotify.com/v1/tracks/6GzApXoBQiiAjak3tOQfV3,https://api.spotify.com/v1/audio-analysis/6GzApXoBQiiAjak3tOQfV3,149878,4,5 Seconds of Summer,Lie To Me (feat. Julia Michaels)
30,0.722,0.62,0,-3.639,1,0.0483,0.313,0.0,0.26,0.474,127.978,audio_features,58qO4dGa5SgNdtvqvpewyz,spotify:track:58qO4dGa5SgNdtvqvpewyz,https://api.spotify.com/v1/tracks/58qO4dGa5SgNdtvqvpewyz,https://api.spotify.com/v1/audio-analysis/58qO4dGa5SgNdtvqvpewyz,186786,4,5 Seconds of Summer,Old Me
31,0.494,0.951,9,-4.237,1,0.132,0.000569,0.0,0.327,0.441,160.025,audio_features,1gugDOSMREb34Xo0c1PlxM,spotify:track:1gugDOSMREb34Xo0c1PlxM,https://api.spotify.com/v1/tracks/1gugDOSMREb34Xo0c1PlxM,https://api.spotify.com/v1/audio-analysis/1gugDOSMREb34Xo0c1PlxM,202496,4,5 Seconds of Summer,She Looks So Perfect
32,0.664,0.908,4,-4.806,1,0.0317,0.00182,0.0,0.109,0.889,118.031,audio_features,5fsQSDifYpjfbCqvZKPVBj,spotify:track:5fsQSDifYpjfbCqvZKPVBj,https://api.spotify.com/v1/tracks/5fsQSDifYpjfbCqvZKPVBj,https://api.spotify.com/v1/audio-analysis/5fsQSDifYpjfbCqvZKPVBj,216454,4,5 Seconds of Summer,She's Kinda Hot
33,0.596,0.854,7,-5.114,0,0.463,0.0169,0.0,0.124,0.152,120.274,audio_features,2iUXsYOEPhVqEBwsqP70rE,spotify:track:2iUXsYOEPhVqEBwsqP70rE,https://api.spotify.com/v1/tracks/2iUXsYOEPhVqEBwsqP70rE,https://api.spotify.com/v1/audio-analysis/2iUXsYOEPhVqEBwsqP70rE,203418,4,5 Seconds of Summer,Youngblood
34,0.902,0.72,6,-2.776,0,0.347,0.26,0.0,0.0749,0.805,90.059,audio_features,4RY96Asd9IefaL3X4LOLZ8,spotify:track:4RY96Asd9IefaL3X4LOLZ8,https://api.spotify.com/v1/tracks/4RY96Asd9IefaL3X4LOLZ8,https://api.spotify.com/v1/audio-analysis/4RY96Asd9IefaL3X4LOLZ8,193467,4,50 Cent,In Da Club
35,0.674,0.889,8,-2.696,1,0.0447,0.00909,0.000747,0.0896,0.928,117.976,audio_features,0z5aHn9UTj2vgECcrEKBv0,spotify:track:0z5aHn9UTj2vgECcrEKBv0,https://api.spotify.com/v1/tracks/0z5aHn9UTj2vgECcrEKBv0,https://api.spotify.com/v1/audio-analysis/0z5aHn9UTj2vgECcrEKBv0,199445,4,9MUSES,Figaro
36,0.686,0.97,3,-1.284,0,0.0901,0.0636,1.09e-06,0.113,0.62,123.034,audio_features,7t6AuwWywGBlDzCFKGzeQp,spotify:track:7t6AuwWywGBlDzCFKGzeQp,https://api.spotify.com/v1/tracks/7t6AuwWywGBlDzCFKGzeQp,https://api.spotify.com/v1/audio-analysis/7t6AuwWywGBlDzCFKGzeQp,182256,4,9MUSES,News
37,0.698,0.94,3,-2.551,0,0.086,0.0253,0.0,0.25,0.839,132.933,audio_features,3hgOyrjBko4gPQRCZjedDU,spotify:track:3hgOyrjBko4gPQRCZjedDU,https://api.spotify.com/v1/tracks/3hgOyrjBko4gPQRCZjedDU,https://api.spotify.com/v1/audio-analysis/3hgOyrjBko4gPQRCZjedDU,184660,4,9MUSES,Wild
38,0.349,0.981,2,-3.228,0,0.141,2.58e-05,0.0,0.343,0.207,160.042,audio_features,4JsDHMv5PVO8N07DbDq33r,spotify:track:4JsDHMv5PVO8N07DbDq33r,https://api.spotify.com/v1/tracks/4JsDHMv5PVO8N07DbDq33r,https://api.spotify.com/v1/audio-analysis/4JsDHMv5PVO8N07DbDq33r,202640,4,A Day To Remember,All I Want
39,0.461,0.94,11,-3.622,1,0.0851,0.000286,2.35e-06,0.107,0.51,138.016,audio_features,1KbAeYXHKBl8zPVOFi9LEl,spotify:track:1KbAeYXHKBl8zPVOFi9LEl,https://api.spotify.com/v1/tracks/1KbAeYXHKBl8zPVOFi9LEl,https://api.spotify.com/v1/audio-analysis/1KbAeYXHKBl8zPVOFi9LEl,211327,4,A Day To Remember,Leave All The Lights On
40,0.491,0.859,0,-5.021,1,0.106,2.65e-05,0.0,0.385,0.666,148.875,audio_features,2cZsWmiDkjRxBKorL7Idp6,spotify:track:2cZsWmiDkjRxBKorL7Idp6,https://api.spotify.com/v1/tracks/2cZsWmiDkjRxBKorL7Idp6,https://api.spotify.com/v1/audio-analysis/2cZsWmiDkjRxBKorL7Idp6,211133,4,A Day To Remember,NJ Legion Iced Tea
41,0.351,0.979,0,-3.621,1,0.132,0.000124,3.46e-06,0.255,0.333,174.734,audio_features,2RgUp8wGi8bpELvHJpRDWD,spotify:track:2RgUp8wGi8bpELvHJpRDWD,https://api.spotify.com/v1/tracks/2RgUp8wGi8bpELvHJpRDWD,https://api.spotify.com/v1/audio-analysis/2RgUp8wGi8bpELvHJpRDWD,199391,4,A Day To Remember,Naivety
42,0.788,0.685,0,-5.874,1,0.028,0.0263,0.000126,0.111,0.599,124.001,audio_features,3nZBR8LOcyeKa9GO7ZdDoG,spotify:track:3nZBR8LOcyeKa9GO7ZdDoG,https://api.spotify.com/v1/tracks/3nZBR8LOcyeKa9GO7ZdDoG,https://api.spotify.com/v1/audio-analysis/3nZBR8LOcyeKa9GO7ZdDoG,188588,4,A R I Z O N A,Find Someone
43,0.617,0.642,8,-8.624,1,0.0334,0.13,0.157,0.0929,0.221,105.885,audio_features,6A8dnC0xkiuWN4BshmTB2I,spotify:track:6A8dnC0xkiuWN4BshmTB2I,https://api.spotify.com/v1/tracks/6A8dnC0xkiuWN4BshmTB2I,https://api.spotify.com/v1/audio-analysis/6A8dnC0xkiuWN4BshmTB2I,194013,4,A R I Z O N A,Oceans Away
44,0.712,0.981,11,-1.466,0,0.0414,0.0531,1.44e-05,0.674,0.937,118.005,audio_features,2wWAqkWPHBS2nncrNB2ZMO,spotify:track:2wWAqkWPHBS2nncrNB2ZMO,https://api.spotify.com/v1/tracks/2wWAqkWPHBS2nncrNB2ZMO,https://api.spotify.com/v1/audio-analysis/2wWAqkWPHBS2nncrNB2ZMO,191480,4,A*Teens,Closer To Perfection
45,0.5,0.554,9,-8.108,1,0.0354,0.734,3.72e-06,0.312,0.372,84.229,audio_features,762B4bOcXF7I2Y8UlKTyTy,spotify:track:762B4bOcXF7I2Y8UlKTyTy,https://api.spotify.com/v1/tracks/762B4bOcXF7I2Y8UlKTyTy,https://api.spotify.com/v1/audio-analysis/762B4bOcXF7I2Y8UlKTyTy,326320,4,ABBA,Chiquitita
46,0.703,0.824,7,-5.17,1,0.0364,0.0504,9.19e-05,0.097,0.971,135.24,audio_features,45EaIq9lKyoQxxTjFkiGbl,spotify:track:45EaIq9lKyoQxxTjFkiGbl,https://api.spotify.com/v1/tracks/45EaIq9lKyoQxxTjFkiGbl,https://api.spotify.com/v1/audio-analysis/45EaIq9lKyoQxxTjFkiGbl,193560,4,ABBA,Does Your Mother Know
47,0.549,0.374,10,-12.049,1,0.0244,0.6,0.0,0.178,0.439,104.311,audio_features,1PtJclc46wTk367PlsU6Uj,spotify:track:1PtJclc46wTk367PlsU6Uj,https://api.spotify.com/v1/tracks/1PtJclc46wTk367PlsU6Uj,https://api.spotify.com/v1/audio-analysis/1PtJclc46wTk367PlsU6Uj,285413,4,ABBA,I Have A Dream
48,0.695,0.701,0,-6.435,1,0.0281,0.0187,0.0464,0.251,0.58,133.0,audio_features,2245x0g1ft0HC7sf79zbYN,spotify:track:2245x0g1ft0HC7sf79zbYN,https://api.spotify.com/v1/tracks/2245x0g1ft0HC7sf79zbYN,https://api.spotify.com/v1/audio-analysis/2245x0g1ft0HC7sf79zbYN,272507,4,ABBA,Lay All Your Love On Me
49,0.749,0.748,2,-7.011,1,0.0323,0.295,0.000443,0.469,0.827,137.547,audio_features,2TxCwUlqaOH3TIyJqGgR91,spotify:track:2TxCwUlqaOH3TIyJqGgR91,https://api.spotify.com/v1/tracks/2TxCwUlqaOH3TIyJqGgR91,https://api.spotify.com/v1/audio-analysis/2TxCwUlqaOH3TIyJqGgR91,213267,4,ABBA,Mamma Mia
50,0.756,0.741,9,-6.426,0,0.0364,0.43,0.00113,0.0807,0.691,120.445,audio_features,29FNeqjOV2kPWGS55qhtGB,spotify:track:29FNeqjOV2kPWGS55qhtGB,https://api.spotify.com/v1/tracks/29FNeqjOV2kPWGS55qhtGB,https://api.spotify.com/v1/audio-analysis/29FNeqjOV2kPWGS55qhtGB,186787,4,ABBA,"Money, Money, Money"
51,0.646,0.388,7,-15.264,1,0.0388,0.495,0.000634,0.0673,0.854,82.216,audio_features,6zgtBUEkAfilJ2YEOvNexR,spotify:track:6zgtBUEkAfilJ2YEOvNexR,https://api.spotify.com/v1/tracks/6zgtBUEkAfilJ2YEOvNexR,https://api.spotify.com/v1/audio-analysis/6zgtBUEkAfilJ2YEOvNexR,237720,4,ABBA,One Of Us
52,0.393,0.719,5,-4.773,1,0.0279,0.0629,0.00432,0.219,0.497,124.353,audio_features,5pMmWfuL0FTGshYt7HVJ8P,spotify:track:5pMmWfuL0FTGshYt7HVJ8P,https://api.spotify.com/v1/tracks/5pMmWfuL0FTGshYt7HVJ8P,https://api.spotify.com/v1/audio-analysis/5pMmWfuL0FTGshYt7HVJ8P,201360,4,ABBA,SOS
53,0.476,0.858,7,-5.66,0,0.0371,0.0138,0.0,0.177,0.765,130.703,audio_features,35iCSlFxyiawRBUOtQAkeT,spotify:track:35iCSlFxyiawRBUOtQAkeT,https://api.spotify.com/v1/tracks/35iCSlFxyiawRBUOtQAkeT,https://api.spotify.com/v1/audio-analysis/35iCSlFxyiawRBUOtQAkeT,214707,4,ABBA,Summer Night City
54,0.764,0.626,0,-8.274,1,0.0288,0.457,6.35e-06,0.201,0.961,118.34,audio_features,0J2p4KYdr6Mg4ET6JPlbe1,spotify:track:0J2p4KYdr6Mg4ET6JPlbe1,https://api.spotify.com/v1/tracks/0J2p4KYdr6Mg4ET6JPlbe1,https://api.spotify.com/v1/audio-analysis/0J2p4KYdr6Mg4ET6JPlbe1,252853,4,ABBA,Super Trouper
55,0.684,0.675,11,-8.123,1,0.0257,0.163,0.0,0.242,0.924,107.064,audio_features,5BckPAYcKEJuYs1eV1BHHe,spotify:track:5BckPAYcKEJuYs1eV1BHHe,https://api.spotify.com/v1/tracks/5BckPAYcKEJuYs1eV1BHHe,https://api.spotify.com/v1/audio-analysis/5BckPAYcKEJuYs1eV1BHHe,243933,4,ABBA,Take A Chance On Me
56,0.656,0.565,9,-8.722,1,0.0301,0.357,0.000192,0.0629,0.615,77.049,audio_features,1lDo24S34NvI1pAg7Oxldc,spotify:track:1lDo24S34NvI1pAg7Oxldc,https://api.spotify.com/v1/tracks/1lDo24S34NvI1pAg7Oxldc,https://api.spotify.com/v1/audio-analysis/1lDo24S34NvI1pAg7Oxldc,291867,4,ABBA,The Name Of The Game
57,0.454,0.788,6,-6.748,1,0.0371,0.574,0.000766,0.0859,0.52,126.15,audio_features,3oEkrIfXfSh9zGnE7eBzSV,spotify:track:3oEkrIfXfSh9zGnE7eBzSV,https://api.spotify.com/v1/tracks/3oEkrIfXfSh9zGnE7eBzSV,https://api.spotify.com/v1/audio-analysis/3oEkrIfXfSh9zGnE7eBzSV,294720,4,ABBA,The Winner Takes It All
58,0.445,0.949,2,-4.682,1,0.0471,0.395,8.18e-06,0.0902,0.653,147.604,audio_features,3Dy4REq8O09IlgiwuHQ3sk,spotify:track:3Dy4REq8O09IlgiwuHQ3sk,https://api.spotify.com/v1/tracks/3Dy4REq8O09IlgiwuHQ3sk,https://api.spotify.com/v1/audio-analysis/3Dy4REq8O09IlgiwuHQ3sk,168960,4,ABBA,Waterloo
59,0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,audio_features,2zYzyRzz6pRmhPzyfMEC8s,spotify:track:2zYzyRzz6pRmhPzyfMEC8s,https://api.spotify.com/v1/tracks/2zYzyRzz6pRmhPzyfMEC8s,https://api.spotify.com/v1/audio-analysis/2zYzyRzz6pRmhPzyfMEC8s,208400,4,AC/DC,Highway to Hell
60,0.606,0.872,7,-2.114,0,0.0519,0.262,0.0,0.125,0.226,129.965,audio_features,2MYfUH4Zo7gphaxmMVDrie,spotify:track:2MYfUH4Zo7gphaxmMVDrie,https://api.spotify.com/v1/tracks/2MYfUH4Zo7gphaxmMVDrie,https://api.spotify.com/v1/audio-analysis/2MYfUH4Zo7gphaxmMVDrie,232333,4,AILEE,I will show you
61,0.65,0.877,2,-1.918,0,0.0398,0.0346,0.0,0.334,0.906,107.878,audio_features,1wKOJ2fTflDiABy1EbFflM,spotify:track:1wKOJ2fTflDiABy1EbFflM,https://api.spotify.com/v1/tracks/1wKOJ2fTflDiABy1EbFflM,https://api.spotify.com/v1/audio-analysis/1wKOJ2fTflDiABy1EbFflM,194713,4,AILEE,U & I
62,0.68,0.874,8,-2.186,0,0.0363,0.00543,0.0,0.0663,0.317,137.099,audio_features,66s0vvZTafY6lLx36xXB5M,spotify:track:66s0vvZTafY6lLx36xXB5M,https://api.spotify.com/v1/tracks/66s0vvZTafY6lLx36xXB5M,https://api.spotify.com/v1/audio-analysis/66s0vvZTafY6lLx36xXB5M,213995,4,AOA,GET OUT
63,0.661,0.97,0,-1.802,1,0.091,0.137,0.0,0.887,0.773,125.993,audio_features,7pm5uhK7xiEM9fQvuCE78l,spotify:track:7pm5uhK7xiEM9fQvuCE78l,https://api.spotify.com/v1/tracks/7pm5uhK7xiEM9fQvuCE78l,https://api.spotify.com/v1/audio-analysis/7pm5uhK7xiEM9fQvuCE78l,196522,4,AOA,Heart Attack
64,0.544,0.94,7,0.076,0,0.0517,0.0423,0.0,0.599,0.419,127.978,audio_features,5zMSAi7u8ltE97q4jZ1jqW,spotify:track:5zMSAi7u8ltE97q4jZ1jqW,https://api.spotify.com/v1/tracks/5zMSAi7u8ltE97q4jZ1jqW,https://api.spotify.com/v1/audio-analysis/5zMSAi7u8ltE97q4jZ1jqW,194933,4,APRIL,LALALILALA
65,0.754,0.841,8,-2.296,1,0.106,0.213,1.61e-06,0.141,0.751,145.047,audio_features,396Dkg9z5Q1hXxKryeP9T8,spotify:track:396Dkg9z5Q1hXxKryeP9T8,https://api.spotify.com/v1/tracks/396Dkg9z5Q1hXxKryeP9T8,https://api.spotify.com/v1/audio-analysis/396Dkg9z5Q1hXxKryeP9T8,205332,4,APRIL,Oh! my mistake
66,0.706,0.937,0,-0.793,1,0.0369,0.0806,0.00109,0.229,0.883,150.057,audio_features,2mNjX1rwBt5RM3LOYy8Zin,spotify:track:2mNjX1rwBt5RM3LOYy8Zin,https://api.spotify.com/v1/tracks/2mNjX1rwBt5RM3LOYy8Zin,https://api.spotify.com/v1/audio-analysis/2mNjX1rwBt5RM3LOYy8Zin,178867,4,APRIL,Oops I’m Sorry
67,0.642,0.954,7,-1.306,0,0.108,0.0719,0.0,0.548,0.827,126.049,audio_features,5oatmxCOgjKocmrUd5gM46,spotify:track:5oatmxCOgjKocmrUd5gM46,https://api.spotify.com/v1/tracks/5oatmxCOgjKocmrUd5gM46,https://api.spotify.com/v1/audio-analysis/5oatmxCOgjKocmrUd5gM46,213573,4,APRIL,PARADISE
68,0.674,0.905,6,-2.397,1,0.0387,0.0734,0.0,0.195,0.447,123.011,audio_features,6emq7eKDjBS9PbxAPXwdDi,spotify:track:6emq7eKDjBS9PbxAPXwdDi,https://api.spotify.com/v1/tracks/6emq7eKDjBS9PbxAPXwdDi,https://api.spotify.com/v1/audio-analysis/6emq7eKDjBS9PbxAPXwdDi,195257,4,APRIL,The Blue Bird
